"71","2006-08-0641","2013-06-24"
"72","2006-08-0641","2013-07-24"
"73","2006-08-0641","2013-08-24"
"74","2009-01-0894","2013-06-24"
"75","2009-01-0894","2013-07-24"
"76","2009-01-0894","2013-08-24"
"77","2005-02-0266","2013-07-24"
"78","2005-02-0266","2013-08-24"
"79","2008-05-0821","2013-08-24"
"80","2004-08-0194","2013-07-24"
"81","2004-08-0194","2013-08-24"
"82","2005-06-0312","2013-08-24"
"83","2012-02-1266","2013-06-24"
"84","2012-02-1266","2013-07-24"
"85","2012-02-1266","2013-08-24"
"86","2004-09-0217","2013-06-24"
"87","2004-09-0217","2013-07-24"
"88","2004-09-0217","2013-08-24"
"89","2005-08-0339","2013-08-24"
"90","2004-05-0089","2013-08-24"
"91","2004-09-0227","2013-08-24"
"92","2004-07-0175","2013-08-24"
"93","2011-07-1223","2013-07-24"
"94","2011-07-1223","2013-08-24"
"95","2013-07-1477","2013-08-24"
"96","2013-07-1479","2013-06-24"
"97","2013-07-1479","2013-07-24"
"98","2013-07-1479","2013-08-24"
"99","2006-06-0589","2013-07-24"
"100","2006-06-0589","2013-08-24"
"101","2005-10-0355","2013-04-24"
"102","2005-10-0355","2013-05-24"
"103","2005-10-0355","2013-06-24"
"104","2005-10-0355","2013-07-24"
"105","2005-10-0355","2013-08-24"
"106","2010-07-1050","2013-08-24"
"107","2005-10-0364","2013-08-24"
"108","2005-10-0366","2013-05-24"
"109","2005-10-0366","2013-06-24"
"110","2005-10-0366","2013-07-24"
"111","2005-10-0366","2013-08-24"
"112","2005-10-0359","2013-07-24"
"113","2005-10-0359","2013-08-24"
"114","2005-10-0358","2013-08-24"
"115","2005-10-0365","2013-06-24"
"116","2005-10-0365","2013-07-24"
"117","2005-10-0365","2013-08-24"
"118","2006-03-0487","2013-07-24"
"119","2006-03-0487","2013-08-24"
"120","2004-05-0085","2013-05-24"
"121","2010-07-1064","2013-07-24"
"122","2010-07-1064","2013-08-24"
"123","2012-08-1325","2013-08-24"
"124","2006-05-0501","2013-07-24"
"125","2006-05-0501","2013-08-24"
"126","2012-02-1267","2013-07-27"
"127","2012-02-1267","2013-08-27"
"128","2004-06-0172","2013-06-24"
"129","2007-02-0680","2013-07-27"
"130","2007-02-0680","2013-08-27"
"131","2005-06-0320","2013-06-27"
"132","2005-06-0320","2013-07-27"
"133","2005-06-0320","2013-08-27"
"134","2004-05-0010","2013-05-27"
"135","2004-05-0010","2013-06-27"
"136","2004-05-0010","2013-07-27"
"137","2004-05-0010","2013-08-27"
"138","2004-06-0143","2013-08-27"
"139","2004-05-0056","2013-07-27"
"140","2004-05-0056","2013-08-27"
"141","2013-06-1458","2013-08-24"
"142","2004-05-0007","2013-07-27"
"143","2004-05-0007","2013-08-27"
"144","2004-05-0011",""
"145","2004-05-0011","2013-07-24"
"146","2004-05-0011","2013-08-24"
"147","2010-11-1110","2013-07-27"
"148","2010-11-1110","2013-08-27"
"149","2004-05-0008","2013-05-27"
"150","2004-05-0008","2013-06-27"
"151","2004-05-0008","2013-07-27"
"152","2004-05-0008","2013-08-27"
"153","2005-11-0434","2013-05-27"
"154","2005-11-0434","2013-06-27"
"155","2005-11-0434","2013-07-27"
"156","2005-11-0434","2013-08-27"
"157","2004-10-0237","2013-08-27"
"158","2004-06-0123","2013-07-27"
"159","2004-06-0123","2013-08-27"
"160","2007-12-0786","2013-07-27"
"161","2007-12-0786","2013-08-27"
"162","2008-08-0853","2013-01-27"
"163","2008-08-0853","2013-02-27"
"164","2008-08-0853","2013-03-27"
"165","2008-08-0853","2013-04-27"
"166","2008-08-0853","2013-05-27"
"167","2008-08-0853","2013-06-27"
"168","2008-08-0853","2013-07-27"
"169","2004-05-0021","2013-07-27"
"170","2004-05-0021","2013-08-27"
"171","2011-01-1134","2013-06-27"
"172","2011-01-1134","2013-07-27"
"173","2011-01-1134","2013-08-27"
"174","2005-01-0256","2013-07-27"
"175","2005-01-0256","2013-08-27"
"176","2009-08-0937","2013-07-27"
"177","2009-08-0937","2013-08-27"
"178","2008-12-0885","2013-02-27"
"179","2008-12-0885","2013-03-27"
"180","2008-12-0885","2013-04-27"
"181","2008-12-0885","2013-05-27"
"182","2008-12-0885","2013-06-27"
"183","2008-12-0885","2013-07-27"
"184","2008-12-0885","2013-08-27"
"185","2008-12-0886","2012-08-27"
"186","2010-01-0964","2013-08-27"
"187","2008-06-0831","2013-05-27"
"188","2008-06-0831","2013-06-27"
"189","2008-06-0831","2013-07-27"
"190","2008-06-0831","2013-08-27"
"191","2006-09-0650","2013-08-27"
"192","2004-05-0078","2012-07-27"
"193","2004-05-0078","2012-08-27"
"194","2004-05-0078","2012-09-27"
"195","2004-05-0078","2012-10-27"
"196","2004-05-0078","2012-11-27"
"197","2004-05-0078","2012-12-27"
"198","2004-05-0078","2013-01-27"
"199","2004-05-0078","2013-02-27"
"200","2004-05-0078","2013-03-27"
"201","2004-05-0078","2013-04-27"
"202","2004-05-0078","2013-05-27"
"203","2004-05-0078","2013-06-27"
"204","2004-05-0078","2013-07-27"
"205","2011-02-1153","2013-07-27"
"206","2011-02-1153","2013-08-27"
"207","2012-08-1318","2013-08-27"
"208","2005-07-0330","2013-08-27"
"209","2006-04-0500","2013-06-27"
"210","2006-04-0500","2013-07-27"
"211","2006-04-0500","2013-08-27"
"212","2004-05-0038","2013-06-27"
"213","2004-05-0038","2013-07-27"
"214","2004-05-0038","2013-08-27"
"215","2008-11-0874","2013-08-27"
"216","2004-05-0031","2013-05-27"
"217","2004-05-0031","2013-06-27"
"218","2004-05-0031","2013-07-27"
"219","2004-05-0031","2013-08-27"
"220","2005-12-0449","2013-08-27"
"221","2005-06-0321","2013-05-27"
"222","2005-06-0321","2013-06-27"
"223","2005-06-0321","2013-07-27"
"224","2005-06-0321","2013-08-27"
"225","2013-02-1389","2012-07-27"
"226","2013-02-1389","2012-08-27"
"227","2008-05-0822","2013-06-27"
"228","2008-05-0822","2013-07-27"
"229","2008-05-0822","2013-08-27"
"230","2013-06-1457","2013-08-27"
"231","2011-05-1192","2013-07-27"
"232","2011-05-1192","2013-08-27"
"233","2010-05-1022","2013-06-27"
"234","2010-05-1022","2013-07-27"
"235","2010-05-1022","2013-08-27"
"236","2005-11-0432","2013-07-27"
"237","2005-11-0432","2013-08-27"
"238","2004-05-0018","2013-06-27"
"239","2004-05-0018","2013-07-27"
"240","2004-05-0018","2013-08-27"
"241","2010-05-1019","2013-05-27"
"242","2010-05-1019","2013-06-27"
"243","2010-05-1019","2013-07-27"
"244","2010-05-1019","2013-08-27"
"245","2007-10-0770","2013-04-27"
"246","2007-10-0770","2013-05-27"
"247","2007-10-0770","2013-06-27"
"248","2007-10-0770","2013-07-27"
"249","2007-10-0770","2013-08-27"
"250","2004-05-0029","2013-07-27"
"251","2004-05-0029","2013-08-27"
"252","2007-03-0688","2013-08-27"
"253","2004-05-0088","2013-07-27"
"254","2004-05-0088","2013-08-27"
"255","2004-06-0149","2013-08-27"
"256","2013-01-1373","2013-04-27"
"257","2013-01-1373","2013-05-27"
"258","2013-01-1373","2013-06-27"
"259","2013-01-1373","2013-07-27"
"260","2013-01-1373","2013-08-27"
"261","2012-08-1317","2013-07-27"
"262","2012-08-1317","2013-08-27"
"263","2008-01-0793","2013-08-27"
"264","2004-05-0075","2013-08-27"
"265","2012-10-1344","2013-05-27"
"266","2012-10-1344","2013-06-27"
"267","2012-10-1344","2013-07-27"
"268","2012-10-1344","2013-08-27"
"269","2013-01-1383","2013-08-24"
"270","2004-05-0112","2013-08-24"
"271","2004-05-0069","2013-08-24"
"272","2004-05-0037","2013-06-27"
"273","2004-05-0037","2013-07-27"
"274","2004-05-0037","2013-08-27"
"275","2004-05-0030","2013-08-27"
"276","2006-09-0654","2013-08-27"
"277","2004-11-0243","2013-04-27"
"278","2004-11-0243","2013-06-27"
"279","2004-11-0243","2013-07-27"
"280","2004-11-0243","2013-08-27"
"281","2005-12-0452","2013-05-27"
"282","2005-12-0452","2013-06-27"
"283","2005-12-0452","2013-07-27"
"284","2005-12-0452","2013-08-27"
"285","2006-02-0467","2013-05-27"
"286","2006-02-0467","2013-06-27"
"287","2006-02-0467","2013-07-27"
"288","2006-02-0467","2013-08-27"
"289","2004-06-0138","2013-06-27"
"290","2004-06-0138","2013-07-27"
"291","2004-06-0138","2013-08-27"
"292","2004-05-0028","2013-07-27"
"293","2004-05-0028","2013-08-27"
"294","2006-03-0475","2013-06-27"
"295","2006-03-0475","2013-07-27"
"296","2006-03-0475","2013-08-27"
"297","2005-03-0280","2013-06-27"
"298","2005-03-0280","2013-07-27"
"299","2005-03-0280","2013-08-27"
"300","2007-06-0719","2013-08-27"
"301","2004-05-0058","2013-07-27"
"302","2004-05-0058","2013-08-27"
"303","2010-11-1126","2008-06-27"
"304","2010-11-1126","2008-07-27"
"305","2010-11-1126","2008-08-27"
"306","2008-01-0791","2013-06-27"
"307","2008-01-0791","2013-07-27"
"308","2008-01-0791","2013-08-27"
"309","2010-11-1126","2013-06-24"
"310","2010-11-1126","2013-07-24"
"311","2010-11-1126","2013-08-24"
"312","2006-04-0493","2013-07-27"
"313","2006-04-0493","2013-08-27"
"314","2008-11-0879","2012-09-27"
"315","2008-11-0879","2012-10-27"
"316","2008-11-0879","2012-11-27"
"317","2008-11-0879","2012-12-27"
"318","2008-11-0879","2013-01-27"
"319","2008-11-0879","2013-02-27"
"320","2008-11-0879","2013-03-27"
"321","2008-11-0879","2013-04-27"
"322","2008-11-0879","2013-05-27"
"323","2008-11-0879","2013-06-27"
"324","2008-11-0879","2013-07-27"
"325","2008-11-0879","2013-08-27"
"326","2009-11-0957","2013-06-27"
"327","2009-11-0957","2013-07-27"
"328","2009-11-0957","2013-08-27"
"329","2007-06-0721","2013-07-27"
"330","2007-06-0721","2013-08-27"
"331","2007-10-0769","2013-08-27"
"332","2004-07-0188","2013-08-27"
"333","2011-02-1154","2013-08-27"
"334","2007-07-0742","2013-08-24"
"335","2005-10-0354","2012-12-24"
"336","2007-01-0670","2013-05-24"
"337","2004-06-0121","2013-07-27"
"338","2004-06-0121","2013-08-27"
"339","2007-05-0703","2013-04-27"
"340","2007-05-0703","2013-05-27"
"341","2007-05-0703","2013-06-27"
"342","2007-05-0703","2013-07-27"
"343","2007-05-0703","2013-08-27"
"344","2007-04-0699","2013-07-27"
"345","2007-04-0699","2013-08-27"
"346","2007-05-0705","2013-07-27"
"347","2007-05-0705","2013-08-27"
"348","2007-05-0704","2013-07-27"
"349","2007-05-0704","2013-08-27"
"350","2011-05-1198","2013-07-25"
"351","2011-05-1198","2013-08-25"
"352","2004-05-0107","2013-05-25"
"353","2004-05-0107","2013-06-25"
"354","2004-05-0107","2013-07-25"
"355","2004-05-0107","2013-08-25"
"356","2004-05-0108","2013-08-25"
"357","2005-02-0262","2012-12-25"
"358","2005-02-0262","2013-01-25"
"359","2005-02-0262","2013-07-25"
"360","2010-09-1089","2013-08-24"
"361","2011-01-1145","2013-07-27"
"362","2007-12-0787","2013-01-25"
"363","2006-06-0589","2013-09-24"
"364","2004-07-0189","2013-09-24"
"365","2011-03-1168","2013-09-25"
"366","2013-02-1399","2013-07-25"
"367","2008-08-0760","2013-08-25"
"368","2008-08-0760","2013-09-25"
"369","2009-01-0896","2013-08-25"
"370","2009-01-0896","2013-09-25"
"371","2011-06-1214","2013-08-25"
"372","2011-06-1214","2013-09-25"
"373","2006-05-0506","2013-08-25"
"374","2009-11-0958","2013-09-25"
"375","2006-06-0589","2013-10-24"
"376","2007-07-0742","2013-10-24"
"377","2012-11-1361","2013-10-24"
"378","2007-07-0745","2013-10-24"
"379","2010-08-1081","2013-10-24"
"380","2004-05-0015","2013-10-24"
"381","2004-12-0251","2013-10-24"
"382","2006-07-0608","2013-10-24"
"383","2013-06-1458","2013-10-24"
"384","2009-05-0918","2013-10-24"
"385","2010-05-1007","2013-10-24"
"386","2004-05-0005","2013-10-24"
"387","2005-02-0263","2013-10-24"
"388","2006-04-0498","2013-10-24"
"389","2007-01-0673","2013-10-24"
"390","2005-10-0355","2013-10-24"
"391","2008-01-0790","2013-10-24"
"392","2008-07-0837","2013-10-24"
"393","2008-10-0866","2013-10-24"
"394","2010-09-1091","2013-10-24"
"395","2013-01-1383","2013-10-24"
"396","2007-03-0685","2013-10-24"
"397","2012-07-1311","2008-10-24"
"398","2004-05-0112","2013-10-24"
"399","2007-05-0708","2013-10-24"
"400","2004-07-0189","2013-10-24"
"401","2009-03-0904","2013-10-24"
"402","2010-11-1122","2013-10-24"
"403","2009-09-0941","2013-10-24"
"404","2013-08-1499","2013-10-19"
"405","2004-06-0172","2013-10-24"
"406","2011-09-1232","2013-10-24"
"407","2004-05-0069","2013-10-24"
"408","2004-06-0170","2013-10-24"
"409","2012-09-1330","2013-10-24"
"410","2010-07-1050","2013-10-24"
"411","2004-06-0168","2013-10-24"
"412","2007-06-0723","2013-10-24"
"413","2004-05-0024","2013-10-24"
"414","2006-05-0545","2013-10-24"
"415","2011-02-1159","2013-10-24"
"416","2008-11-0884","2013-10-24"
"417","2013-08-1497","2013-10-19"
"418","2004-10-0233","2013-10-24"
"419","2005-05-0307","2013-10-24"
"420","2012-02-1261","2013-10-24"
"421","2004-05-0062","2013-10-24"
"422","2009-12-0961","2013-10-24"
"423","2006-05-0540","2013-10-24"
"424","2013-02-1398","2013-10-24"
"425","2005-10-0364","2013-10-24"
"426","2004-07-0185","2013-10-24"
"427","2005-03-0270","2013-10-24"
"428","2013-06-1468","2013-10-24"
"429","2010-01-0971","2013-10-24"
"430","2007-06-0727","2013-10-24"
"431","2006-01-1458","2013-10-24"
"432","2011-09-1239","2013-10-24"
"433","2013-07-1477","2013-10-24"
"434","2005-10-0366","2013-10-24"
"435","2013-06-1459","2013-10-24"
"436","2013-09-1506","2013-10-13"
"437","2010-05-1026","2013-10-24"
"438","2013-07-1479","2013-10-24"
"439","2004-05-0035","2013-10-24"
"440","2010-06-1048","2013-10-24"
"441","2005-04-0287","2013-10-24"
"442","2012-02-1262","2013-10-24"
"443","2004-05-0084","2013-10-24"
"444","2005-05-0305","2013-10-24"
"445","2004-05-0100","2013-10-24"
"446","2005-08-0310","2013-10-24"
"447","2004-06-0156","2013-10-24"
"448","2004-05-0004","2013-10-24"
"449","2005-03-0272","2013-10-24"
"450","2011-09-1236","2013-10-24"
"451","2005-09-0351","2013-10-24"
"452","2011-06-1213","2013-10-24"
"453","2004-07-0180","2013-10-24"
"454","2010-08-1080","2013-10-24"
"455","2011-03-1167","2013-10-24"
"456","2004-05-0105","2013-10-24"
"457","2009-09-0944","2013-10-24"
"458","2004-05-0096","2013-10-24"
"459","2006-12-0666","2013-10-24"
"460","2011-03-1172","2013-10-24"
"461","2008-11-0882","2013-10-24"
"462","2009-05-0923","2013-10-24"
"463","2004-05-0066","2013-10-24"
"464","2012-02-1265","2013-10-24"
"465","2012-05-1289","2013-10-24"
"466","2012-08-1325","2013-10-24"
"467","2005-10-0356","2013-10-24"
"468","2005-10-0365","2013-10-24"
"469","2009-05-0920","2013-10-24"
"470","2011-09-1233","2013-10-24"
"471","2010-01-0965","2013-10-24"
"472","2005-10-0359","2013-10-24"
"473","2011-02-1158","2013-10-24"
"474","2010-11-1124","2013-10-24"
"475","2010-01-0967","2013-10-24"
"476","2011-07-1224","2013-10-24"
"477","2005-10-0358","2013-10-24"
"478","2009-04-0917","2013-10-24"
"479","2008-05-0825","2013-10-24"
"480","2007-01-0670","2013-10-24"
"481","2008-02-0804","2013-10-24"
"482","2012-05-1295","2013-10-24"
"483","2010-09-1089","2013-10-24"
"484","2009-10-0946","2013-10-24"
"485","2008-04-0809","2013-10-24"
"486","2005-06-0309","2013-10-24"
"487","2004-06-0174","2013-10-24"
"488","2004-07-0193","2013-10-24"
"489","2006-08-0641","2013-10-24"
"490","2006-03-0487","2013-10-24"
"491","2005-07-0331","2013-10-24"
"492","2009-01-0894","2013-10-24"
"493","2005-02-0266","2013-10-24"
"494","2008-05-0821","2013-10-24"
"495","2004-08-0194","2013-10-24"
"496","2005-06-0312","2013-10-24"
"497","2009-01-0890","2013-10-24"
"498","2006-11-0665","2013-10-24"
"499","2012-02-1266","2013-10-24"
"500","2004-09-0217","2013-10-24"
"501","2010-02-0982","2013-10-24"
"502","2004-05-0089","2013-10-24"
"503","2006-04-0491","2013-10-24"
"504","2006-05-0501","2013-10-24"
"505","2006-01-0460","2013-10-24"
"506","2013-08-1406","2013-10-24"
"507","2004-09-0227","2013-10-24"
"508","2013-07-1486","2013-10-24"
"509","2010-06-1047","2013-10-24"
"510","2004-07-0175","2013-10-24"
"511","2006-03-0481","2013-10-24"
"512","2011-07-1223","2013-10-24"
"513","2005-10-0429","2013-10-24"
"514","2010-07-1052","2013-10-24"
"515","2009-03-0906","2013-10-24"
"516","2005-05-0303","2013-10-24"
"517","2010-07-1064","2013-10-24"
"518","2004-05-0085","2013-10-24"
"519","2009-01-0893","2013-10-24"
"520","2005-06-0317","2013-10-24"
"521","2011-05-1198","2013-10-25"
"522","2004-05-0107","2013-10-25"
"523","2012-04-1269","2013-10-25"
"524","2006-02-0471","2013-10-25"
"525","2010-01-0969","2013-10-25"
"526","2007-04-0702","2013-10-25"
"527","2010-10-1106","2013-10-25"
"528","2004-05-0108","2013-10-25"
"529","2005-08-0345","2013-10-25"
"530","2013-08-1492","2013-10-25"
"531","2010-04-0996","2013-10-25"
"532","2007-06-0726","2013-10-25"
"533","2007-03-0687","2013-10-25"
"534","2004-05-0093","2013-10-25"
"535","2004-05-0090","2013-10-25"
"536","2011-09-1237","2013-10-25"
"537","2010-02-0977","2013-10-25"
"538","2008-02-0802","2013-10-25"
"539","2006-09-0646","2013-10-25"
"540","2006-09-0653","2013-10-25"
"541","2004-09-0222","2013-10-25"
"542","2005-02-0265","2013-10-25"
"543","2008-02-0800","2013-10-25"
"544","2004-05-0051","2010-10-25"
"545","2010-11-1123","2013-10-25"
"546","2004-05-0081","2013-10-25"
"547","2004-05-0045","2013-10-25"
"548","2013-09-1508","2013-10-13"
"549","2006-01-0457","2013-10-25"
"550","2012-02-1253","2013-10-25"
"551","2008-08-0761","2013-10-25"
"552","2004-05-0099","2013-10-25"
"553","2007-11-0781","2013-10-25"
"554","2011-03-1168","2013-10-25"
"555","2010-07-1051","2013-10-25"
"556","2005-02-0268","2013-10-25"
"557","2004-05-0014","2013-10-25"
"558","2004-05-0044","2013-10-25"
"559","2004-07-0191","2013-10-25"
"560","2004-06-0134","2013-10-25"
"561","2010-04-0999","2013-10-25"
"562","2011-04-1177","2013-10-25"
"563","2012-10-1339","2013-10-25"
"564","2004-05-0109","2013-10-25"
"565","2012-02-1257","2013-10-25"
"566","2004-05-0091","2013-10-25"
"567","2007-08-0755","2013-10-25"
"568","2004-06-0146","2013-10-25"
"569","2011-06-1216","2013-10-25"
"570","2012-11-1359","2013-10-25"
"571","2004-11-0245","2013-10-25"
"572","2006-07-0630","2013-10-25"
"573","2007-08-0758","2013-10-25"
"574","2012-02-1267","2013-10-27"
"575","2005-03-0271","2013-10-25"
"576","2004-05-0034","2013-10-25"
"577","2007-12-0785","2013-10-25"
"578","2005-01-0260","2013-10-25"
"579","2011-05-1191","2013-10-25"
"580","2004-05-0046","2013-10-25"
"581","2004-09-0219","2013-10-25"
"582","2004-05-0098","2013-10-25"
"583","2012-04-1274","2013-10-25"
"584","2009-07-0934","2013-10-25"
"585","2011-06-1209","2013-10-25"
"586","2010-07-1055","2013-10-25"
"587","2009-10-0948","2013-10-25"
"588","2007-04-0696","2013-10-25"
"589","2010-06-1045","2013-10-25"
"590","2004-06-0114","2013-10-25"
"591","2004-06-0115","2013-10-25"
"592","2006-07-0609","2013-10-25"
"593","2010-03-0985","2013-10-25"
"594","2011-06-1217","2013-10-25"
"595","2008-02-0799","2013-10-25"
"596","2005-04-0296","2013-10-25"
"597","2011-07-1222","2013-10-25"
"598","2004-09-0220","2013-10-25"
"599","2004-05-0059","2013-10-25"
"600","2004-05-0027","2013-10-25"
"601","2010-08-1074","2013-10-25"
"602","2005-02-0264","2013-10-25"
"603","2008-04-0814","2013-10-25"
"604","2005-04-0292","2013-10-25"
"605","2005-03-0278","2013-10-25"
"606","2007-05-0709","2013-10-25"
"607","2007-06-0728","2013-10-25"
"608","2004-11-0247","2013-10-25"
"609","2004-05-0033","2013-10-25"
"610","2012-09-1329","2013-10-25"
"611","2012-12-1369","2013-10-25"
"612","2008-11-0880","2013-10-25"
"613","2005-12-0451","2013-10-25"
"614","2010-09-1097","2013-10-25"
"615","2004-06-0135","2013-10-25"
"616","2005-09-0346","2013-10-25"
"617","2007-07-0732","2013-10-25"
"618","2004-07-0184","2013-10-25"
"619","2009-09-0943","2013-10-25"
"620","2013-04-1421","2013-10-25"
"621","2010-01-0972","2013-10-25"
"622","2004-08-0206","2013-10-25"
"623","2004-06-0118","2013-10-25"
"624","2009-02-0900","2013-10-25"
"625","2005-05-0301","2013-10-25"
"626","2006-03-0488","2013-10-25"
"627","2006-03-0489","2013-10-25"
"628","2013-06-1455","2013-10-25"
"629","2006-03-0480","2013-10-25"
"630","2006-03-0482","2013-10-25"
"631","2012-08-1322","2013-10-25"
"632","2010-08-1075","2013-10-25"
"633","2012-12-1365","2013-10-25"
"634","2007-07-0742","2013-07-24"
"635","2007-01-0668","2013-10-25"
"636","2005-10-0367","2013-10-24"
"637","2013-05-1434","2013-10-28"
"638","2005-02-0262","2013-09-25"
"639","2012-05-1292","2013-10-25"
"640","2013-09-1503","2013-10-25"
"641","2005-10-0424","2013-10-25"
"642","2007-11-0780","2013-10-25"
"643","2005-10-0412","2013-10-25"
"644","2006-02-0473","2013-10-25"
"645","2010-04-0991","2013-10-25"
"646","2007-11-0772","2013-10-25"
"647","2006-08-0636","2013-10-25"
"648","2012-05-1293","2013-10-25"
"649","2007-07-738","2013-10-25"
"650","2007-07-0738","2013-10-25"
"651","2009-06-0926","2013-10-25"
"652","2007-07-0736","2013-10-25"
"653","2005-10-0428","2013-10-25"
"654","2010-04-0989","2013-10-25"
"655","2012-09-1326","2013-10-25"
"656","2012-06-1305","2013-10-25"
"657","2011-01-1140","2013-10-25"
"658","2009-05-0919","2013-10-25"
"659","2005-10-0423","2013-10-25"
"660","2012-08-1324","2013-10-25"
"661","2009-05-0922","2013-10-25"
"662","2010-05-1017","2013-10-25"
"663","2006-02-0472","2013-10-25"
"664","2005-10-0415","2013-10-25"
"665","2010-01-0968","2013-10-25"
"666","2007-12-0784","2013-10-25"
"667","2009-10-0945","2013-10-25"
"668","2013-06-1461","2013-10-25"
"669","2011-09-1229","2013-10-25"
"670","2005-10-0403","2013-10-25"
"671","2005-10-0413","2013-10-25"
"672","2012-04-1272","2013-10-25"
"673","2009-01-0891","2013-10-25"
"674","2010-06-1039","2013-10-25"
"675","2013-06-1465","2013-10-25"
"676","2005-10-0407","2013-10-25"
"677","2013-02-1399","2013-10-25"
"678","2011-04-1188","2013-10-25"
"679","2010-05-1011","2013-10-25"
"680","2010-05-1016","2013-10-25"
"681","2009-10-0949","2013-10-25"
"682","2009-03-0905","2013-10-25"
"683","2009-11-0951","2013-10-25"
"684","2010-05-1020","2013-10-25"
"685","2013-08-1489","2012-10-25"
"686","2011-01-1139","2013-10-25"
"687","2005-10-0425","2013-10-25"
"688","2011-04-1187","2013-10-25"
"689","2005-10-0422","2013-10-25"
"690","2011-09-1235","2013-10-25"
"691","2012-08-1320","2013-10-25"
"692","2010-04-0990","2013-10-25"
"693","2007-06-0720","2013-10-25"
"694","2007-07-0749","2013-10-25"
"695","2005-10-0410","2013-10-25"
"696","2006-06-0588","2013-10-25"
"697","2009-02-0904","2013-10-25"
"698","2007-12-0788","2013-10-25"
"699","2007-07-0733","2013-10-25"
"700","2011-04-1186","2013-10-25"
"701","2012-10-1337","2013-10-25"
"702","2012-10-1345","2013-10-25"
"703","2005-10-0418","2013-10-25"
"704","2005-10-0426","2013-10-25"
"705","2005-10-0402","2013-10-25"
"706","2011-07-1225","2013-10-25"
"707","2012-04-1271","2013-10-25"
"708","2010-11-1115","2013-10-25"
"709","2005-10-0405","2013-10-25"
"710","2007-11-0779","2013-10-25"
"711","2010-07-1057","2013-10-25"
"712","2010-11-1114","2013-10-25"
"713","2012-09-1327","2013-10-25"
"714","2008-01-0794","2013-10-25"
"715","2010-05-1013","2013-10-25"
"716","2008-08-0759","2013-10-25"
"717","2010-05-1012","2013-10-25"
"718","2010-09-1096","2013-10-25"
"719","2010-05-1018","2013-10-25"
"720","2010-05-1004","2013-10-25"
"721","2010-06-1049","2013-10-25"
"722","2012-05-1291","2013-10-25"
"723","2013-04-1422","2013-10-25"
"724","2005-11-0445","2013-10-25"
"725","2011-04-1178","2013-10-25"
"726","2007-07-0735","2013-10-25"
"727","2010-05-1015","2013-10-25"
"728","2009-11-0953","2013-10-25"
"729","2005-10-0408","2013-10-25"
"730","2011-02-1155","2013-10-25"
"731","2005-10-0419","2013-10-25"
"732","2012-08-1321","2013-10-25"
"733","2007-07-0737","2013-10-25"
"734","2005-10-0406","2013-10-25"
"735","2009-02-0897","2013-10-25"
"736","2010-05-1008","2013-10-25"
"737","2013-05-1440","2013-10-25"
