"100","2007-01-0668","2013-08-23","2013-09-22"
"101","2004-06-0174","2013-08-24","2013-09-22"
"102","2004-07-0193","2013-08-24","2013-09-22"
"105","2006-08-0641","2013-07-24","2013-08-22"
"106","2006-08-0641","2013-08-24","2013-09-22"
"107","2005-07-0331","2013-02-24","2013-03-22"
"108","2005-07-0331","2013-03-24","2013-04-22"
"109","2005-07-0331","2013-04-24","2013-05-22"
"110","2005-07-0331","2013-05-24","2013-06-22"
"114","2005-02-0266","2013-07-24","2013-08-22"
"115","2005-02-0266","2013-08-24","2013-09-22"
"116","2008-05-0821","2013-08-24","2013-09-22"
"123","2010-09-1089","2013-07-24","2013-08-22"
"128","2012-02-1266","2013-07-24","2013-08-22"
"129","2012-02-1266","2013-08-24","2013-09-22"
"141","2011-07-1223","2013-08-24","2013-09-22"
"142","2005-10-0429","2013-03-24","2013-04-22"
"143","2005-10-0429","2013-04-24","2013-05-22"
"145","2013-07-1479","2013-06-24","2013-07-22"
"146","2013-07-1479","2013-07-24","2013-08-22"
"153","2010-07-1052","2013-06-24","2013-07-22"
"154","2010-07-1052","2013-07-24","2013-08-22"
"157","2005-10-0355","2013-05-24","2013-06-22"
"158","2005-10-0355","2013-06-24","2013-07-22"
"162","2004-06-017","2013-07-24","2013-08-22"
"163","2004-06-017","2013-08-24","2013-09-22"
"164","2005-10-0364","2013-08-24","2013-09-22"
"165","2005-10-0366","2013-05-24","2013-06-22"
"166","2005-10-0366","2013-06-24","2013-07-22"
"167","2005-10-0366","2013-07-24","2013-08-22"
"168","2005-10-0366","2013-08-24","2013-09-22"
"169","2009-03-0906","2013-07-24","2013-08-22"
"170","2009-03-0906","2013-08-24","2013-09-22"
"171","2005-10-0359","2013-07-24","2013-08-22"
"172","2005-10-0359","2013-08-24","2013-09-22"
"173","2005-05-0303","2013-07-24","2013-08-22"
"176","2006-03-0481","2008-07-24","2008-08-22"
"177","2006-03-0481","2008-08-24","2008-09-22"
"182","2006-03-0487","2013-08-24","2013-09-22"
"183","2006-03-0481","2013-08-24","2013-09-22"
"191","2009-01-0893","2013-08-24","2013-09-22"
"197","2005-06-0317","2013-04-24","2013-05-22"
"200","2005-06-0317","2013-08-24","2013-09-22"
"201","2007-02-0680","2013-07-27","2013-08-25"
"204","2005-06-0320","2013-07-27","2013-08-25"
"207","2004-05-0015","2013-08-24","2013-09-22"
"209","2004-05-0010","2013-06-27","2013-07-25"
"212","2006-07-0608","2013-07-24","2013-08-22"
"226","2004-05-0011","",""
"232","2007-01-0673","2013-06-24","2013-07-22"
"233","2007-01-0673","2013-07-24","2013-08-22"
"235","2008-01-0790","2013-08-24","2013-09-22"
"236","2012-01-1246","2013-08-24","2013-09-22"
"237","2008-07-0837","2013-08-24","2013-09-22"
"238","2008-10-0866","2013-08-24","2013-09-22"
"242","2013-01-1383","2012-07-24","2012-08-22"
"243","2013-01-1383","2012-08-24","2012-09-22"
"246","2004-05-0112","2013-08-24","2013-09-22"
"248","2004-07-0189","2012-12-24","2013-01-22"
"253","2010-11-1122","2013-07-24","2013-08-22"
"255","2009-09-0941","2013-05-24","2013-06-22"
"256","2004-05-0011","2013-07-24","2013-08-22"
"257","2004-05-0011","2013-08-24","2013-09-22"
"259","2009-09-0941","2013-07-24","2013-08-22"
"260","2009-09-0941","2013-08-24","2013-09-22"
"262","2004-06-0172","2013-08-24","2013-09-22"
"271","2004-06-0170","2013-07-24","2013-08-22"
"272","2004-06-0170","2013-08-24","2013-09-22"
"275","2004-05-0008","2013-06-27","2013-07-25"
"278","2006-05-0545","2013-08-24","2013-09-22"
"281","2011-02-1159","2013-07-24","2013-08-22"
"285","2008-11-0884","2013-08-24","2013-09-22"
"288","2005-05-0307","2013-08-24","2013-09-22"
"289","2012-02-1261","2013-08-24","2013-09-22"
"293","2006-05-0540","2013-08-24","2013-09-22"
"297","2004--07-0185","2013-05-24","2013-06-22"
"298","2004--07-0185","2013-06-24","2013-07-22"
"299","2004--07-0185","2013-07-24","2013-08-22"
"300","2004--07-0185","2013-08-24","2013-09-22"
"301","2004-10-0237","2013-08-27","2013-09-25"
"302","2005-03-0270","2013-06-24","2013-07-22"
"303","2005-03-0270","2013-07-24","2013-08-22"
"304","2005-03-0270","2013-08-24","2013-09-22"
"305","2013-06-1468","2013-08-24","2013-09-22"
"306","2007-06-0727","2013-08-24","2013-09-22"
"309","2004-06-0123","2013-07-27","2013-08-25"
"313","2004-05-0035","2013-07-24","2013-08-22"
"314","2004-05-0035","2013-08-24","2013-09-22"
"315","2010-06-1048","2013-08-24","2013-09-22"
"316","2005-04-0287","2013-07-24","2013-08-22"
"318","2012-02-1262","2013-05-24","2013-06-22"
"319","2012-02-1262","2013-06-24","2013-07-22"
"320","2012-02-1262","2013-07-24","2013-08-22"
"321","2012-02-1262","2013-08-24","2013-09-22"
"322","2007-12-0786","2013-07-27","2013-08-25"
"324","2008-08-0853","2013-01-27","2013-02-25"
"325","2008-08-0853","2013-02-27","2013-03-25"
"326","2008-08-0853","2013-03-27","2013-04-25"
"327","2008-08-0853","2013-04-27","2013-05-25"
"328","2008-08-0853","2013-05-27","2013-06-25"
"329","2008-08-0853","2013-06-27","2013-07-25"
"330","2008-08-0853","2013-07-27","2013-08-25"
"331","2004-07-0185","2013-05-24","2013-06-22"
"332","2004-07-0185","2013-06-24","2013-07-22"
"333","2004-07-0185","2013-07-24","2013-08-22"
"334","2004-07-0185","2013-08-24","2013-09-22"
"343","2009-08-0937","2013-08-27","2013-09-25"
"344","2008-12-0885","2013-02-27","2013-03-25"
"345","2008-12-0885","2013-03-27","2013-04-25"
"346","2008-12-0885","2013-04-27","2013-05-25"
"347","2008-12-0885","2013-05-27","2013-06-25"
"348","2008-12-0885","2013-06-27","2013-07-25"
"349","2008-12-0885","2013-07-27","2013-08-25"
"350","2008-12-0885","2013-08-27","2013-09-25"
"357","2006-09-0650","2013-08-27","2013-09-25"
"359","2004-05-0078","2012-08-27","2012-09-25"
"360","2004-05-0078","2012-09-27","2012-10-25"
"361","2004-05-0078","2012-10-27","2012-11-25"
"362","2004-05-0078","2012-11-27","2012-12-25"
"363","2004-05-0078","2012-12-27","2013-01-25"
"364","2004-05-0078","2013-01-27","2013-02-25"
"365","2004-05-0078","2013-02-27","2013-03-25"
"366","2004-05-0078","2013-03-27","2013-04-25"
"367","2004-05-0078","2013-04-27","2013-05-25"
"371","2011-02-1153","2013-07-27","2013-08-25"
"374","2005-07-0330","2013-08-27","2013-09-25"
"375","2006-04-0500","2013-06-27","2013-07-25"
"376","2006-04-0500","2013-07-27","2013-08-25"
"378","2005-05-0305","2013-08-24","2013-09-22"
"387","2005-12-0449","2013-08-27","2013-09-25"
"392","2013-02-1389","2012-07-27","2012-08-25"
"395","2008-05-0822","2013-07-27","2013-08-25"
"396","2008-05-0822","2013-08-27","2013-09-25"
"400","2010-05-1022","2013-06-27","2013-07-25"
"401","2010-05-1022","2013-07-27","2013-08-25"
"419","2007-03-0688","2013-08-27","2013-09-25"
"422","2004-06-0149","2013-08-27","2013-09-25"
"423","2013-01-1373","2013-04-27","2013-05-25"
"424","2013-01-1373","2013-05-27","2013-06-25"
"425","2013-01-1373","2013-06-27","2013-07-25"
"428","2012-08-1317","2013-07-27","2013-08-25"
"432","2012-10-1344","2013-05-27","2013-06-25"
"433","2012-10-1344","2013-06-27","2013-07-25"
"440","2004-05-0030","2013-08-27","2013-09-25"
"441","2006-09-0654","2013-08-27","2013-09-25"
"442","2004-11-0243","2013-04-27","2013-05-25"
"443","2004-11-0243","2013-05-27","2013-06-25"
"444","2004-11-0243","2013-06-27","2013-07-25"
"448","2005-12-0452","2013-06-27","2013-07-25"
"449","2005-12-0452","2013-07-27","2013-08-25"
"450","2005-12-0452","2013-08-27","2013-09-25"
"453","2006-02-0467","2013-07-27","2013-08-25"
"454","2006-02-0467","2013-08-27","2013-09-25"
"464","2005-03-0280","2013-07-27","2013-08-25"
"465","2005-03-0280","2013-08-27","2013-09-25"
"466","2007-06-0719","2013-08-27","2013-09-25"
"469","2010-11-1126","2008-06-27","2008-07-25"
"470","2010-11-1126","2008-07-27","2008-08-25"
"471","2010-11-1126","2008-08-27","2008-09-25"
"475","2010-11-1126","2013-06-24","2013-07-22"
"476","2010-11-1126","2013-07-24","2013-08-22"
"477","2010-11-1126","2013-08-24","2013-09-22"
"488","2008-11-0879","2013-05-27","2013-06-25"
"489","2008-11-0879","2013-06-27","2013-07-25"
"490","2008-11-0879","2013-07-27","2013-08-25"
"491","2008-11-0879","2013-08-27","2013-09-25"
"492","2009-11-0957","2013-06-27","2013-07-25"
"493","2009-11-0957","2013-07-27","2013-08-25"
"495","2007-06-0721","2013-07-27","2013-08-25"
"496","2007-06-0721","2013-08-27","2013-09-25"
"497","2007-10-0769","2013-08-27","2013-09-25"
"499","2011-02-1154","2013-08-27","2013-09-25"
"506","2007-05-0703","2013-08-27","2013-09-25"
"508","2007-04-0699","2013-08-27","2013-09-25"
"509","2007-05-0705","2013-07-27","2013-08-25"
"513","2011-05-1198","2013-07-25","2013-08-23"
"514","2011-05-1198","2013-08-25","2013-09-23"
"528","2005-08-0338","2013-02-25","2013-03-23"
"544","2012-05-1297","2013-06-27","2013-07-25"
"545","2012-05-1297","2013-07-27","2013-08-25"
"548","2007-04-0702","2013-07-25","2013-08-23"
"551","2013-06-1454","2013-08-27","2013-09-25"
"552","2010-01-0969","2013-03-25","2013-04-23"
"553","2010-01-0969","2013-04-25","2013-05-23"
"555","2010-11-1119","2013-07-27","2013-08-25"
"558","2011-01-1145","2013-06-27","2013-07-25"
"559","2011-01-1145","2013-07-27","2013-08-25"
"563","2007-06-0726","2013-01-25","2013-02-23"
"566","2007-06-0726","2013-08-25","2013-09-23"
"567","2004-05-0090","2013-08-25","2013-09-23"
"568","2008-02-0802","2013-08-25","2013-09-23"
"569","2004-09-0222","2013-07-25","2013-08-23"
"570","2004-09-0222","2013-08-25","2013-09-23"
"572","2009-09-0943","2013-07-25","2013-08-23"
"573","2009-09-0943","2013-08-25","2013-09-23"
"574","2008-02-0800","2013-06-25","2013-07-23"
"575","2008-02-0800","2013-07-25","2013-08-23"
"577","2004-05-0051","2010-09-25","2010-10-23"
"578","2004-05-0051","2010-10-25","2010-11-23"
"580","2004-05-0081","2012-08-25","2012-09-23"
"584","2005-02-0268","2013-07-25","2013-08-23"
"585","2005-02-0268","2013-08-25","2013-09-23"
"588","2004-06-0134","2013-07-25","2013-08-23"
"589","2004-06-0134","2013-08-25","2013-09-23"
"594","2004-12-0250","2013-04-25","2013-05-23"
"595","2011-06-1216","2013-07-25","2013-08-23"
"597","2007-08-0758","2013-05-25","2013-06-23"
"598","2007-08-0758","2013-06-25","2013-07-23"
"603","2011-05-1191","2013-08-25","2013-09-23"
"604","2004-09-0219","2013-07-25","2013-08-23"
"605","2004-09-0219","2013-08-25","2013-09-23"
"606","2011-06-1209","2009-02-25","2009-03-23"
"609","2009-10-0948","2013-08-25","2013-09-23"
"610","2005-01-0260","2013-06-25","2013-07-23"
"613","2007-12-0785","2013-06-25","2013-07-23"
"614","2007-12-0785","2013-07-25","2013-08-23"
"617","2008-02-0799","2013-07-25","2013-08-23"
"619","2005-04-0296","2013-07-25","2013-08-23"
"621","2011-07-1222","2013-07-25","2013-08-23"
"624","2010-06-1045","2013-08-25","2013-09-23"
"626","2004-09-0220","2013-07-25","2013-08-23"
"627","2004-09-0220","2013-08-25","2013-09-23"
"629","2004-05-0059","2013-08-25","2013-09-23"
"630","2010-08-1074","2013-07-25","2013-08-23"
"633","2004-11-0245","2013-07-25","2013-08-23"
"635","2005-03-0274","2013-07-25","2013-08-23"
"636","2005-03-0274","2013-08-25","2013-09-23"
"637","2008-04-0814","2013-08-25","2013-09-23"
"641","2005-03-0278","2013-08-25","2013-09-23"
"644","2004-11-0247","2013-08-25","2013-09-23"
"646","2004-06-0135","2013-05-25","2013-06-23"
"650","2007-07-0732","2013-07-25","2013-08-23"
"651","2007-07-0732","2013-08-25","2013-09-23"
"653","2010-11-1123","2013-07-25","2013-08-23"
"655","2009-02-0900","2013-05-25","2013-06-23"
"656","2009-02-0900","2013-06-25","2013-07-23"
"657","2009-02-0900","2013-07-25","2013-08-23"
"658","2009-02-0900","2013-08-25","2013-09-23"
"661","2006-03-0489","2013-06-25","2013-07-23"
"662","2006-03-0489","2013-07-25","2013-08-23"
"667","2008-05-0825","2013-07-24","2013-08-22"
"668","2008-05-0825","2013-08-24","2013-09-22"
"674","2012-05-1290","2013-04-25","2013-05-23"
"675","2012-05-1290","2013-05-25","2013-06-23"
"676","2012-05-1290","2013-08-25","2013-09-23"
"677","2012-06-1307","2013-07-25","2013-08-23"
"678","2012-06-1307","2013-08-25","2013-09-23"
"679","2012-09-1329","2013-06-25","2013-07-23"
"680","2012-09-1329","2013-07-25","2013-08-23"
"682","2012-10-1339","2013-07-25","2013-08-23"
"683","2012-10-1339","2013-08-25","2013-09-23"
"685","2012-12-1369","2013-06-25","2013-07-23"
"686","2012-12-1369","2013-07-25","2013-08-23"
"692","2005-10-0412","2013-07-25","2013-08-23"
"696","2007-11-0772","2013-06-25","2013-07-23"
"697","2007-11-0772","2013-07-25","2013-08-23"
"699","2004-05-0107","2013-09-25","2013-10-23"
"701","2012-05-1293","2013-05-25","2013-06-23"
"702","2012-05-1293","2013-06-25","2013-07-23"
"703","2012-05-1293","2013-07-25","2013-08-23"
"715","2005-10-0428","2013-06-25","2013-07-23"
"721","2009-05-0919","2013-08-25","2013-09-23"
"722","2005-10-0417","2013-01-25","2013-02-23"
"723","2005-10-0417","2013-02-25","2013-03-23"
"724","2005-10-0417","2013-03-25","2013-04-23"
"725","2005-10-0417","2013-04-25","2013-05-23"
"726","2005-10-0417","2013-05-25","2013-06-23"
"727","2005-10-0417","2013-06-25","2013-07-23"
"728","2005-10-0417","2013-07-25","2013-08-23"
"729","2012-08-1324","2013-06-25","2013-07-23"
"730","2012-08-1324","2013-07-25","2013-08-23"
"732","2005-10-0414","2013-06-25","2013-07-23"
"733","2005-10-0414","2013-07-25","2013-08-23"
"734","2005-10-0414","2013-08-25","2013-09-23"
"735","2006-02-0472","2013-08-25","2013-09-23"
"739","2012-07-1311","2008-09-24","2008-10-22"
"741","2006-06-0589","2013-09-24","2013-10-22"
"744","2010-08-1081","2013-09-24","2013-10-22"
"748","2004-12-0251","2013-09-24","2013-10-22"
"749","2004-07-0193","2013-09-24","2013-10-22"
"750","2013-06-1458","2013-09-24","2013-10-22"
"751","2011-05-1205","2013-01-24","2013-02-22"
"757","2008-01-0790","2013-09-24","2013-10-22"
"758","2012-01-1246","2013-09-24","2013-10-22"
"759","2008-07-0837","2013-09-24","2013-10-22"
"760","2008-10-0866","2013-09-24","2013-10-22"
"763","2013-01-1383","2013-09-24","2013-10-22"
"764","2011-05-1205","2013-02-24","2013-03-22"
"765","2007-03-0685","2013-09-24","2013-10-22"
"767","2004-05-0112","2013-09-24","2013-10-22"
"773","2004-06-0172","2013-09-24","2013-10-22"
"778","2010-07-1050","2013-09-24","2013-10-22"
"780","2007-06-0723","2013-09-24","2013-10-22"
"785","2013-08-1497","2013-09-19","2013-10-22"
"786","2004-10-0233","2013-09-24","2013-10-22"
"788","2012-02-1261","2013-09-24","2013-10-22"
"791","2006-05-0540","2013-09-24","2013-10-22"
"794","2004-07-0185","2013-09-24","2013-10-22"
"796","2013-06-1468","2013-09-24","2013-10-22"
"797","2007-06-0727","2013-09-24","2013-10-22"
"803","2005-10-0366","2013-09-24","2013-10-22"
"805","2011-05-1205","2013-03-24","2013-04-22"
"806","2010-05-1026","2013-09-24","2013-10-22"
"808","2012-02-1262","2013-09-24","2013-10-22"
"809","2004-05-0084","2013-09-24","2013-10-22"
"818","2011-06-1213","2013-09-24","2013-10-22"
"820","2010-08-1080","2013-09-24","2013-10-22"
"824","2004-05-0096","2013-09-24","2013-10-22"
"827","2011-05-1205","2013-04-24","2013-05-22"
"828","2012-07-1311","2008-10-24","2008-11-22"
"831","2008-11-0882","2013-09-24","2013-10-22"
"832","2009-05-0923","2013-09-24","2013-10-22"
"833","2004-05-0066","2013-09-24","2013-10-22"
"838","2010-01-0965","2013-09-24","2013-10-22"
"842","2011-07-1224","2013-09-24","2013-10-22"
"843","2007-01-0668","2013-09-23","2013-10-22"
"845","2005-10-0359","2013-09-24","2013-10-22"
"853","2004-06-0174","2013-09-24","2013-10-22"
"855","2005-07-0331","2013-09-24","2013-10-22"
"856","2009-01-0894","2013-09-24","2013-10-22"
"857","2005-02-0266","2013-09-24","2013-10-22"
"862","2009-01-0890","2013-09-24","2013-10-22"
"863","2006-11-0665","2013-09-24","2013-10-22"
"865","2008-04-0809","2013-09-24","2013-10-22"
"866","2005-06-0309","2013-09-24","2013-10-22"
"869","2012-02-1266","2013-09-24","2013-10-22"
"871","2005-08-0339","2013-09-24","2013-10-22"
"873","2013-08-1406","2013-09-24","2013-10-22"
"874","2013-03-1408","2013-09-24","2013-10-22"
"876","2010-06-1047","2013-09-24","2013-10-22"
"879","2011-07-1223","2013-09-24","2013-10-22"
"880","2013-07-1486","2013-09-24","2013-10-22"
"882","2004-06-017","2013-09-24","2013-10-22"
"883","2009-03-0906","2013-09-24","2013-10-22"
"886","2006-04-0491","2013-09-24","2013-10-22"
"888","2006-01-0460","2013-09-24","2013-10-22"
"890","2009-01-0893","2013-09-24","2013-10-22"
"892","2005-06-0317","2013-09-24","2013-10-22"
"907","2004-05-0011","2013-09-24","2013-10-25"
"910","2008-08-0853","2013-08-27","2013-09-25"
"911","2013-01-1386","2013-09-24","2013-10-25"
"913","2008-12-0885","2013-09-27","2013-10-25"
"915","2008-12-0887","2011-03-27","2011-04-25"
"916","2010-01-0964","2013-09-27","2013-10-25"
"918","2006-09-0650","2013-09-27","2013-10-25"
"919","2007-05-0703","2013-09-27","2013-10-25"
"921","2005-01-0256","2013-09-27","2013-10-25"
"922","2009-08-0937","2013-09-27","2013-10-25"
"923","2004-05-0068","2013-09-27","2013-10-25"
"924","2004-05-0078","2013-08-27","2013-09-25"
"925","2009-03-0912","2009-09-27","2009-10-25"
"927","2012-08-1318","2013-09-27","2013-10-25"
"930","2004-05-0104","2013-09-27","2013-10-25"
"937","2004-06-0139","2011-08-27","2011-09-25"
"940","2011-01-1129","2012-09-27","2012-10-25"
"941","2004-10-0231","2012-10-27","2012-11-25"
"946","2006-05-0502","2013-09-27","2013-10-25"
"947","2004-05-0018","2013-09-27","2013-10-25"
"950","2007-07-0741","2009-02-27","2009-03-25"
"951","2007-04-0689","2009-12-27","2010-01-25"
"952","2008-04-0812","2013-09-27","2013-10-25"
"957","2004-06-0149","2013-09-27","2013-10-25"
"961","2004-07-0187","2008-09-27","2008-10-25"
"963","2011-06-1207","2013-09-27","2013-10-25"
"965","2004-05-0075","2013-09-27","2013-10-25"
"966","2004-05-0039","2008-12-27","2009-01-25"
"970","2006-02-0467","2013-09-27","2013-10-25"
"976","2005-03-0280","2013-09-27","2013-10-25"
"977","2004-05-0022","2009-09-27","2009-10-25"
"979","2011-04-1184","2013-09-27","2013-10-25"
"983","2010-11-1126","2013-09-24","2013-10-25"
"987","2008-11-0879","2013-09-27","2013-10-25"
"989","2004-06-0117","2013-08-27","2013-09-25"
"990","2004-08-0208","2012-10-27","2012-11-25"
"992","2013-07-1470","2013-09-27","2013-10-25"
"993","2007-10-0769","2013-09-27","2013-10-25"
"1002","2005-02-0262","2013-08-25","2013-09-23"
"1004","2010-10-1106","2013-09-25","2013-10-23"
"1006","2004-05-0093","2013-09-25","2013-10-23"
"1008","2008-02-0802","2013-09-25","2013-10-23"
"1012","2010-01-0969","2013-09-25","2013-10-23"
"1014","2004-05-0023","2010-08-25","2010-09-23"
"1015","2004-05-0090","2013-09-25","2013-10-23"
"1016","2007-04-0701","2008-11-25","2008-12-23"
"1017","2007-03-0687","2013-09-25","2013-10-23"
"1019","2004-08-0196","2010-12-25","2011-01-23"
"1020","2004-09-0222","2013-09-25","2013-10-23"
"1022","2004-05-0051","2010-11-25","2010-12-23"
"1023","2011-09-1237","2013-09-25","2013-10-23"
"1025","2013-08-1492","2013-09-25","2013-10-23"
"1026","2004-05-0045","2013-09-25","2013-10-23"
"1027","2005-08-0338","2013-08-25","2013-09-23"
"1030","2004-05-0081","2012-09-25","2012-10-23"
"1033","2007-11-0781","2013-09-25","2013-10-23"
"1038","2004-07-0191","2013-09-25","2013-10-23"
"1041","2004-12-0253","2008-09-25","2008-10-23"
"1043","2012-02-1253","2013-09-25","2013-10-23"
"1044","2004-05-0109","2013-09-25","2013-10-23"
"1045","2004-05-0091","2013-09-25","2013-10-23"
"1050","2005-03-0271","2013-09-25","2013-10-23"
"1051","2004-05-0034","2013-09-25","2013-10-23"
"1053","2012-05-1290","2013-09-25","2013-10-23"
"1054","2012-06-1307","2013-09-25","2013-10-23"
"1055","2012-10-1339","2013-09-25","2013-10-23"
"1056","2012-11-1359","2013-09-25","2013-10-23"
"1057","2012-12-1365","2013-09-25","2013-10-23"
"1058","2004-05-0046","2013-09-25","2013-10-23"
"1061","2011-05-1191","2013-09-25","2013-10-23"
"1062","2004-09-0219","2013-09-25","2013-10-23"
"1063","2011-06-1209","2009-09-25","2009-10-23"
"1065","2009-10-0948","2013-09-25","2013-10-23"
"1068","2004-06-0114","2013-09-25","2013-10-23"
"1069","2007-04-0696","2013-09-25","2013-10-23"
"1070","2010-06-1045","2013-09-25","2013-10-23"
"1071","2012-04-1274","2013-09-25","2013-10-23"
"1073","2006-07-0609","2013-09-25","2013-10-23"
"1077","2010-03-0985","2013-09-25","2013-10-23"
"1078","2011-06-1217","2013-09-25","2013-10-23"
"1080","2004-05-0059","2013-09-25","2013-10-23"
"1081","2004-05-0027","2013-09-25","2013-10-23"
"1084","2005-03-0274","2013-09-25","2013-10-23"
"1085","2008-04-0814","2013-09-25","2013-10-23"
"1087","2005-03-0278","2013-09-25","2013-10-23"
"1089","2007-06-0728","2013-09-25","2013-10-23"
"1090","2004-11-0247","2013-09-25","2013-10-23"
"1091","2005-12-0451","2013-09-25","2013-10-23"
"1092","2010-09-1097","2013-09-25","2013-10-23"
"1097","2008-06-0827","2010-11-25","2010-12-23"
"1098","2008-07-0846","2012-11-25","2012-12-23"
"1099","2009-09-0943","2013-09-25","2013-10-23"
"1100","2004-12-0250","2013-06-25","2013-07-23"
"1102","2004-07-0184","2013-09-25","2013-10-23"
"1103","2010-11-1123","2013-09-25","2013-10-23"
"1104","2004-08-0206","2013-09-25","2013-10-23"
"1105","2004-06-0118","2013-09-25","2013-10-23"
"1106","2009-02-0900","2013-09-25","2013-10-23"
"1112","2010-08-1075","2013-09-25","2013-10-23"
"1117","2005-10-0372","2013-09-25","2013-10-23"
"1120","2006-02-0473","2013-09-25","2013-10-23"
"1126","2011-01-1140","2013-09-25","2013-10-23"
"1131","2005-10-0414","2013-09-25","2013-10-23"
"1132","2006-02-0472","2013-09-25","2013-10-23"
"1135","2011-09-1229","2013-03-25","2013-04-23"
"1138","2005-10-0403","2013-06-25","2013-07-23"
"1139","2005-10-0403","2013-07-25","2013-08-23"
"1140","2005-10-0403","2013-08-25","2013-09-23"
"1148","2005-10-0407","2013-08-25","2013-09-23"
"1149","2005-10-0407","2013-09-25","2013-10-23"
"1150","2013-02-1399","2013-06-25","2013-07-23"
"1151","2011-01-1139","2013-05-25","2013-06-23"
"1152","2011-01-1139","2013-06-25","2013-07-23"
"1153","2011-01-1139","2013-07-25","2013-08-23"
"1154","2013-02-1399","2013-07-25","2013-08-23"
"1161","2005-10-0425","2013-08-25","2013-09-23"
"1167","2005-10-0410","2013-06-25","2013-07-23"
"1168","2005-10-0410","2013-07-25","2013-08-23"
"1169","2011-04-1186","2013-09-25","2013-10-23"
"1176","2005-10-0426","2013-07-25","2013-08-23"
"1177","2005-10-0426","2013-08-25","2013-09-23"
"1185","2005-10-0402","2013-06-25","2013-07-23"
"1186","2005-10-0402","2013-07-25","2013-08-23"
"1189","2005-10-0405","2013-06-25","2013-07-23"
"1190","2005-10-0405","2013-07-25","2013-08-23"
"1191","2005-10-0405","2013-08-25","2013-09-23"
"1193","2010-11-1115","2013-07-25","2013-08-23"
"1196","2007-11-0779","2013-07-25","2013-08-23"
"1197","2007-11-0779","2013-08-25","2013-09-23"
"1198","2007-11-0779","2013-09-25","2013-10-23"
"1199","2005-10-0408","2013-06-25","2013-07-23"
"1203","2011-02-1155","2013-04-25","2013-05-23"
"1204","2011-02-1155","2013-05-25","2013-06-23"
"1205","2011-02-1155","2013-06-25","2013-07-23"
"1215","2013-05-1440","2013-09-25","2013-10-23"
"1216","2005-10-0419","2013-08-25","2013-09-23"
"1217","2005-10-0419","2013-09-25","2013-10-23"
"1218","2007-11-0780","2013-09-25","2013-10-23"
"1219","2012-05-1292","2013-04-25","2013-05-23"
"1220","2007-07-0736","2013-03-25","2013-04-23"
"1221","2012-05-1292","2013-08-25","2013-09-23"
"1222","2007-07-0736","2013-04-25","2013-05-23"
"1229","2007-07-0736","2013-09-25","2013-10-23"
